airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,10:55:00,1520,1.0,No Info,11467
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,20:45:00,1695,1.0,In-flight meal not included,9663
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,8529
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,No Info,14571
Jet Airways,2019-06-01,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,7229
Air India,2019-04-01,Kolkata,Banglore,19:00:00,04:40:00,580,1.0,No Info,4227
Air Asia,2019-03-24,Banglore,New Delhi,05:50:00,08:40:00,170,0.0,No Info,3383
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,10262
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,15:15:00,435,1.0,No Info,19225
Air India,2019-03-06,Delhi,Cochin,16:40:00,19:15:00,1595,2.0,No Info,12646
Goair,2019-06-01,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,3898
Air India,2019-06-09,Kolkata,Banglore,09:50:00,12:30:00,1600,2.0,No Info,14960
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,18:15:00,1335,1.0,In-flight meal not included,10844
Indigo,2019-06-27,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No Info,5883
Air Asia,2019-06-24,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,3807
Indigo,2019-06-18,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Jet Airways,2019-06-27,Delhi,Cochin,19:10:00,12:35:00,1045,2.0,No Info,15339
Spicejet,2019-03-21,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No check-in baggage included,3815
Air India,2019-06-27,Banglore,Delhi,17:00:00,19:45:00,165,0.0,No Info,6961
Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,No Info,15554
Air India,2019-05-21,Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No Info,10975
Multiple Carriers,2019-05-27,Delhi,Cochin,18:15:00,01:30:00,435,1.0,No Info,13377
Air India,2019-04-15,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,6094
Air India,2019-03-01,Delhi,Cochin,04:00:00,07:40:00,1660,1.0,No Info,28322
Indigo,2019-06-06,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Multiple Carriers,2019-05-27,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,6795
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,04:25:00,450,1.0,No Info,15554
Air Asia,2019-04-18,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,4409
Multiple Carriers,2019-06-03,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,13377
Multiple Carriers,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,440,1.0,No Info,12524
Air India,2019-04-06,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,4487
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,8586
Jet Airways,2019-05-01,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,No Info,13941
Indigo,2019-03-06,Kolkata,Banglore,15:10:00,17:45:00,155,0.0,No Info,5618
Indigo,2019-06-06,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,6093
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,No Info,13941
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,8066
Air Asia,2019-03-18,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,No Info,4384
Multiple Carriers,2019-05-15,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No Info,16840
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,14:25:00,1285,1.0,No Info,14151
Multiple Carriers,2019-06-12,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No Info,11789
Indigo,2019-03-21,Banglore,New Delhi,00:40:00,03:25:00,165,0.0,No Info,4944
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,04:25:00,335,1.0,No Info,14714
Jet Airways,2019-03-15,Banglore,New Delhi,16:55:00,00:45:00,470,1.0,No Info,21934
Air Asia,2019-04-21,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,4483
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,No Info,12121
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,12384
Indigo,2019-05-09,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,2754
Air Asia,2019-05-03,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,5989
Jet Airways,2019-03-09,Mumbai,Hyderabad,19:40:00,21:10:00,90,0.0,No Info,5678
Air India,2019-06-06,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,8372
Indigo,2019-05-18,Banglore,Delhi,10:30:00,13:20:00,170,0.0,No Info,3943
Vistara,2019-05-01,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,22:35:00,1595,1.0,In-flight meal not included,10844
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No Info,12692
Indigo,2019-03-15,Mumbai,Hyderabad,02:30:00,04:00:00,90,0.0,No Info,3342
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,04:25:00,745,1.0,No Info,12242
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,10703
Indigo,2019-06-24,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5000
Indigo,2019-06-15,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4423
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,13:15:00,450,1.0,No Info,19225
Jet Airways,2019-04-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Jet Airways,2019-05-12,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Multiple Carriers,2019-06-09,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,12192
Jet Airways,2019-06-15,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,In-flight meal not included,10368
Indigo,2019-03-24,Chennai,Kolkata,05:15:00,07:35:00,140,0.0,No Info,4326
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,04:45:00,710,1.0,No Info,14231
Jet Airways,2019-04-27,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
Air India,2019-06-06,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6961
Indigo,2019-06-01,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Jet Airways,2019-03-27,Delhi,Cochin,20:50:00,04:25:00,455,1.0,No Info,12242
Air India,2019-05-06,Kolkata,Banglore,09:10:00,04:40:00,1170,2.0,No Info,6117
Air India,2019-06-21,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5510
Air Asia,2019-06-15,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,6253
Air India,2019-05-18,Delhi,Cochin,10:55:00,07:40:00,1245,2.0,No Info,13486
Air India,2019-04-01,Kolkata,Banglore,09:50:00,21:05:00,675,1.0,No Info,8030
Indigo,2019-03-27,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4148
Air Asia,2019-06-06,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,4483
Air India,2019-05-27,Delhi,Cochin,18:30:00,19:15:00,1485,2.0,No Info,12488
Air Asia,2019-05-06,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,3383
Jet Airways,2019-06-24,Delhi,Cochin,11:30:00,04:25:00,1015,1.0,In-flight meal not included,10262
Jet Airways,2019-05-24,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,7229
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,22:35:00,1595,1.0,In-flight meal not included,7064
Jet Airways,2019-05-24,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,In-flight meal not included,6287
Air India,2019-05-09,Delhi,Cochin,14:25:00,19:15:00,1730,2.0,No Info,13591
Multiple Carriers,2019-06-03,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No Info,9001
Indigo,2019-03-03,Delhi,Cochin,10:45:00,01:35:00,890,1.0,No Info,14871
Air Asia,2019-03-09,Banglore,New Delhi,05:50:00,08:40:00,170,0.0,No Info,7652
Indigo,2019-03-01,Delhi,Cochin,04:55:00,21:20:00,985,2.0,No Info,10278
Indigo,2019-06-06,Kolkata,Banglore,06:20:00,10:20:00,240,1.0,No Info,4226
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,In-flight meal not included,8066
Vistara,2019-06-24,Chennai,Kolkata,07:45:00,10:00:00,135,0.0,No Info,3687
Indigo,2019-06-03,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No Info,7189
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,04:25:00,655,1.0,In-flight meal not included,10262
Indigo,2019-06-06,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Indigo,2019-05-01,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
Multiple Carriers,2019-04-09,Delhi,Cochin,06:00:00,13:20:00,440,1.0,No Info,8323
Indigo,2019-03-06,Mumbai,Hyderabad,21:20:00,22:45:00,85,0.0,No Info,4784
Indigo,2019-06-09,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,22:40:00,930,1.0,No Info,8452
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,No Info,13731
Air India,2019-03-18,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,5674
Spicejet,2019-06-06,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,5158
Air India,2019-05-15,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,11543
Air India,2019-06-01,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,3100
Air Asia,2019-06-03,Delhi,Cochin,20:45:00,06:35:00,590,1.0,No Info,11410
Air India,2019-03-12,Mumbai,Hyderabad,01:35:00,14:50:00,795,2.0,No Info,9977
Air Asia,2019-04-12,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,4409
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,In-flight meal not included,10262
Jet Airways,2019-06-06,Delhi,Cochin,02:15:00,12:35:00,620,1.0,No Info,14714
Indigo,2019-03-18,Mumbai,Hyderabad,20:05:00,21:35:00,90,0.0,No Info,2227
Multiple Carriers,2019-06-01,Delhi,Cochin,17:00:00,01:30:00,510,1.0,No Info,7408
Indigo,2019-05-09,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,6734
Indigo,2019-03-09,Kolkata,Banglore,05:30:00,08:20:00,170,0.0,No Info,4148
Indigo,2019-06-15,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,5636
Indigo,2019-03-24,Mumbai,Hyderabad,19:05:00,20:30:00,85,0.0,No Info,2754
Air India,2019-06-01,Delhi,Cochin,10:55:00,19:15:00,500,2.0,No Info,13013
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,10262
Goair,2019-05-03,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,3898
Indigo,2019-03-15,Mumbai,Hyderabad,12:00:00,13:25:00,85,0.0,No Info,3175
Air Asia,2019-05-24,Kolkata,Banglore,15:10:00,23:30:00,500,2.0,No Info,5192
Air India,2019-03-15,Banglore,New Delhi,22:00:00,23:20:00,1520,1.0,No Info,6850
Indigo,2019-06-21,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,5224
Indigo,2019-05-06,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No Info,7191
Jet Airways,2019-06-03,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,5769
Air India,2019-06-24,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No Info,11989
Jet Airways,2019-03-27,Delhi,Cochin,18:15:00,04:25:00,610,1.0,No Info,12242
Goair,2019-04-24,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,5430
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,18:15:00,1335,1.0,No Info,12681
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,10:25:00,1365,1.0,No Info,17261
Vistara,2019-05-12,Kolkata,Banglore,20:20:00,23:25:00,1625,1.0,No Info,8085
Indigo,2019-05-18,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Air India,2019-04-12,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,5911
Multiple Carriers,2019-03-09,Delhi,Cochin,07:05:00,22:20:00,915,1.0,No Info,6916
Indigo,2019-06-06,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,3943
Air India,2019-03-24,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,2575
Multiple Carriers,2019-06-24,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,7618
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No Info,14178
Vistara,2019-04-15,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6216
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,19:10:00,575,1.0,In-flight meal not included,13469
Multiple Carriers,2019-06-24,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,12927
Indigo,2019-06-12,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4804
Indigo,2019-05-18,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,6069
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,23:25:00,1015,1.0,In-flight meal not included,8824
Jet Airways,2019-06-12,Delhi,Cochin,09:35:00,04:25:00,1130,2.0,No Info,13292
Indigo,2019-04-03,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,4744
Jet Airways,2019-05-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Air India,2019-03-21,Banglore,New Delhi,22:00:00,13:20:00,920,1.0,No Info,6955
Indigo,2019-03-01,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4778
Jet Airways,2019-06-12,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,In-flight meal not included,5608
Multiple Carriers,2019-05-09,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,9424
Air Asia,2019-05-09,Kolkata,Banglore,06:50:00,10:30:00,220,1.0,No Info,5162
Jet Airways,2019-05-18,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,12373
Air Asia,2019-06-09,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,5645
Air India,2019-05-24,Kolkata,Banglore,05:50:00,12:30:00,1840,2.0,No Info,12723
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,10:55:00,870,1.0,No Info,14151
Indigo,2019-04-24,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Multiple Carriers,2019-03-03,Delhi,Cochin,17:30:00,01:35:00,485,1.0,No Info,17057
Spicejet,2019-06-06,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2017
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,No Info,16079
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,19:50:00,800,1.0,In-flight meal not included,10844
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,19:15:00,555,1.0,In-flight meal not included,8401
Air India,2019-05-18,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,11307
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,No Info,14178
Indigo,2019-05-09,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4804
Jet Airways,2019-03-27,Mumbai,Hyderabad,02:55:00,04:25:00,90,0.0,No Info,5678
Multiple Carriers,2019-06-01,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No Info,11200
Indigo,2019-03-06,Delhi,Cochin,17:10:00,01:35:00,505,1.0,No Info,14871
Multiple Carriers,2019-06-06,Delhi,Cochin,15:15:00,01:30:00,615,1.0,No Info,6795
Multiple Carriers,2019-05-18,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,7564
Multiple Carriers,2019-05-06,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No Info,9794
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,In-flight meal not included,9899
Air India,2019-03-21,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,8140
Jet Airways,2019-04-01,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,4544
Goair,2019-06-12,Delhi,Cochin,14:25:00,19:35:00,310,1.0,No Info,7870
Air India,2019-04-21,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,6245
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,10844
Multiple Carriers,2019-06-24,Delhi,Cochin,04:55:00,19:15:00,860,1.0,No Info,7155
Air India,2019-06-24,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,5201
Air India,2019-05-01,Kolkata,Banglore,05:50:00,13:15:00,445,2.0,No Info,7662
Jet Airways,2019-06-27,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,8016
Indigo,2019-03-24,Kolkata,Banglore,15:10:00,19:50:00,280,1.0,No Info,7476
Spicejet,2019-03-24,Mumbai,Hyderabad,13:10:00,14:30:00,80,0.0,No Info,2753
Indigo,2019-05-15,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No Info,7228
Goair,2019-04-01,Kolkata,Banglore,16:40:00,00:15:00,455,1.0,No Info,5171
Air Asia,2019-03-27,Delhi,Cochin,07:55:00,15:45:00,470,1.0,No Info,6151
Jet Airways,2019-03-18,Banglore,New Delhi,08:00:00,07:40:00,1420,1.0,No Info,12284
Indigo,2019-05-21,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Multiple Carriers,2019-05-09,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,8888
Indigo,2019-06-01,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,3175
Spicejet,2019-03-27,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,4466
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,09:10:00,1630,2.0,No Info,13169
Jet Airways,2019-05-09,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,13029
Jet Airways,2019-03-09,Banglore,New Delhi,19:55:00,22:35:00,160,0.0,No Info,7229
Jet Airways,2019-03-06,Delhi,Cochin,18:15:00,04:25:00,610,1.0,No Info,17024
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,12:35:00,1390,2.0,No Info,15129
Indigo,2019-04-18,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,5780
Spicejet,2019-05-18,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2227
Jet Airways,2019-03-21,Banglore,New Delhi,05:45:00,15:15:00,570,1.0,In-flight meal not included,7832
Spicejet,2019-06-06,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,1965
Indigo,2019-05-18,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4804
Indigo,2019-04-12,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,4823
Indigo,2019-03-09,Banglore,New Delhi,23:30:00,02:20:00,170,0.0,No Info,4777
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No Info,13349
Indigo,2019-06-15,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Jet Airways,2019-05-01,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,4030
Air India,2019-06-06,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,8669
Jet Airways,2019-06-03,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,5769
Indigo,2019-05-21,Kolkata,Banglore,16:35:00,22:15:00,340,1.0,No Info,5268
Multiple Carriers,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,12192
Multiple Carriers,2019-03-03,Delhi,Cochin,07:10:00,21:20:00,850,2.0,In-flight meal not included,8938
Indigo,2019-04-09,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Jet Airways,2019-06-12,Delhi,Cochin,19:15:00,12:35:00,1040,1.0,In-flight meal not included,10262
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,22:55:00,1595,1.0,No Info,11682
Jet Airways,2019-05-21,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Air India,2019-05-15,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,11281
